2021-02-15 03:23:26.415225, 45, 
2021-02-15 03:23:27.430642, 50, 
2021-02-15 03:23:28.458775, 42, 
2021-02-15 03:23:29.480054, 46, 
2021-02-15 03:23:30.500878, 40, 
2021-02-15 03:23:31.530523, 45, 
2021-02-15 03:23:32.560464, 46, 
2021-02-15 03:23:33.588988, 48, 
2021-02-15 03:23:34.604214, 37, 
2021-02-15 03:23:35.630893, 46, 
2021-02-15 03:23:36.658524, 43, 
2021-02-15 03:23:37.683366, 41, 
2021-02-15 03:23:38.701735, 41, 
2021-02-15 03:23:39.727104, 45, 
2021-02-15 03:23:40.754899, 45, 
2021-02-15 03:23:41.782692, 42, 
2021-02-15 03:23:42.799123, 41, 
2021-02-15 03:23:43.826751, 46, 
2021-02-15 03:23:44.855079, 44, 
2021-02-15 03:23:45.882814, 40, 
2021-02-15 03:23:46.908129, 42, 
2021-02-15 03:23:47.934789, 44, 
2021-02-15 03:23:48.963133, 42, 
2021-02-15 03:23:49.996450, 46, 
2021-02-15 03:23:51.028315, 45, 
2021-02-15 03:23:52.055022, 44, 
2021-02-15 03:23:53.082704, 39, 
2021-02-15 03:23:54.103908, 39, 
2021-02-15 03:23:55.125630, 38, 
2021-02-15 03:23:56.154623, 42, 
2021-02-15 03:23:57.182849, 42, 
2021-02-15 03:23:58.199615, 40, 
2021-02-15 03:23:59.223086, 40, 
2021-02-15 03:24:00.251474, 40, 
2021-02-15 03:24:01.279050, 41, 
2021-02-15 03:24:02.300922, 44, 
2021-02-15 03:24:03.325379, 41, 
2021-02-15 03:24:04.354576, 42, 
2021-02-15 03:24:05.382809, 42, 
2021-02-15 03:24:06.405805, 39, 
2021-02-15 03:24:07.424803, 44, 
2021-02-15 03:24:08.442429, 38, 
2021-02-15 03:24:09.470797, 42, 
2021-02-15 03:24:10.488045, 40, 
2021-02-15 03:24:11.516904, 40, 
2021-02-15 03:24:12.544861, 42, 
2021-02-15 03:24:13.573213, 39, 
2021-02-15 03:24:14.589203, 41, 
2021-02-15 03:24:15.618705, 48, 
2021-02-15 03:24:16.642833, 46, 
2021-02-15 03:24:17.666992, 39, 
2021-02-15 03:24:18.685928, 37, 
2021-02-15 03:24:19.711443, 37, 
2021-02-15 03:24:20.739102, 40, 
2021-02-15 03:24:21.760228, 43, 
2021-02-15 03:24:22.775707, 47, 
2021-02-15 03:24:23.803442, 45, 
2021-02-15 03:24:24.832359, 41, 
2021-02-15 03:24:25.860406, 45, 
2021-02-15 03:24:26.876408, 47, 
2021-02-15 03:24:27.907123, 43, 
2021-02-15 03:24:28.936527, 42, 
2021-02-15 03:24:29.964420, 44, 
2021-02-15 03:24:30.992853, 45, 
2021-02-15 03:24:32.024459, 45, 
2021-02-15 03:24:33.052595, 49, 
2021-02-15 03:24:34.080750, 44, 
2021-02-15 03:24:35.106731, 43, 
2021-02-15 03:24:36.142833, 45, 
2021-02-15 03:24:37.170759, 41, 
2021-02-15 03:24:38.195645, 40, 
2021-02-15 03:24:39.219601, 46, 
2021-02-15 03:24:40.250686, 42, 
2021-02-15 03:24:41.279004, 41, 
2021-02-15 03:24:42.303043, 46, 
2021-02-15 03:24:43.324473, 43, 
2021-02-15 03:24:44.351134, 45, 
2021-02-15 03:24:45.373630, 43, 
2021-02-15 03:24:46.398853, 45, 
2021-02-15 03:24:47.421547, 39, 
2021-02-15 03:24:48.443974, 45, 
2021-02-15 03:24:49.471218, 44, 
2021-02-15 03:24:50.490601, 46, 
2021-02-15 03:24:51.511387, 45, 
2021-02-15 03:24:52.541026, 44, 
2021-02-15 03:24:53.567092, 40, 
2021-02-15 03:24:54.582845, 45, 
2021-02-15 03:24:55.603712, 46, 
2021-02-15 03:24:56.631099, 44, 
2021-02-15 03:24:57.653557, 41, 
2021-02-15 03:24:58.668420, 41, 
2021-02-15 03:24:59.696424, 42, 
2021-02-15 03:25:00.724484, 40, 
2021-02-15 03:25:01.752525, 48, 
2021-02-15 03:25:02.767394, 51, 
2021-02-15 03:25:03.794937, 42, 
2021-02-15 03:25:04.823705, 45, 
2021-02-15 03:25:05.847840, 45, 
2021-02-15 03:25:06.875248, 44, 
2021-02-15 03:25:07.906543, 44, 
2021-02-15 03:25:08.936680, 47, 
2021-02-15 03:25:09.964693, 45, 
2021-02-15 03:25:10.992753, 47, 
2021-02-15 03:25:12.019362, 44, 
