2021-02-11 04:13:02.775420, 25104, 
2021-02-11 04:13:03.799522, 25100, 
2021-02-11 04:13:04.820818, 25100, 
2021-02-11 04:13:05.847725, 25104, 
2021-02-11 04:13:06.875903, 25116, 
2021-02-11 04:13:07.898717, 25108, 
2021-02-11 04:13:08.920841, 25112, 
2021-02-11 04:13:09.947782, 25112, 
2021-02-11 04:13:10.975566, 25112, 
2021-02-11 04:13:12.005292, 25112, 
2021-02-11 04:13:13.029798, 25116, 
2021-02-11 04:13:14.057256, 25116, 
2021-02-11 04:13:15.087452, 25116, 
2021-02-11 04:13:16.111091, 25120, 
2021-02-11 04:13:17.128803, 25132, 
2021-02-11 04:13:18.155879, 25120, 
2021-02-11 04:13:19.183630, 25124, 
2021-02-11 04:13:20.209531, 25124, 
2021-02-11 04:13:21.236364, 25132, 
2021-02-11 04:13:22.267194, 25124, 
2021-02-11 04:13:23.295748, 25132, 
2021-02-11 04:13:24.319231, 25120, 
2021-02-11 04:13:25.348866, 25124, 
2021-02-11 04:13:26.379314, 25124, 
2021-02-11 04:13:27.409230, 25124, 
2021-02-11 04:13:28.424712, 25128, 
2021-02-11 04:13:29.451526, 25136, 
2021-02-11 04:13:30.479420, 25132, 
2021-02-11 04:13:31.507861, 25132, 
2021-02-11 04:13:32.523099, 25132, 
2021-02-11 04:13:33.551342, 25136, 
2021-02-11 04:13:34.579554, 25140, 
2021-02-11 04:13:35.607527, 25140, 
2021-02-11 04:13:36.622250, 25140, 
2021-02-11 04:13:37.651217, 25152, 
2021-02-11 04:13:38.679363, 25140, 
2021-02-11 04:13:39.711575, 25140, 
2021-02-11 04:13:40.729016, 25148, 
2021-02-11 04:13:41.755970, 25144, 
2021-02-11 04:13:42.783819, 25148, 
2021-02-11 04:13:43.811544, 25144, 
2021-02-11 04:13:44.845439, 25156, 
2021-02-11 04:13:45.875657, 25152, 
2021-02-11 04:13:46.907749, 25144, 
2021-02-11 04:13:47.937126, 25144, 
2021-02-11 04:13:48.957748, 25140, 
2021-02-11 04:13:49.987307, 25144, 
2021-02-11 04:13:51.010404, 25140, 
2021-02-11 04:13:52.039531, 25144, 
2021-02-11 04:13:53.063491, 25140, 
2021-02-11 04:13:54.095043, 25148, 
2021-02-11 04:13:55.123708, 25132, 
2021-02-11 04:13:56.148959, 25136, 
