2021-03-08 19:10:59.481970, 283
2021-03-08 19:11:00.512049, 279
2021-03-08 19:11:01.539903, 281
2021-03-08 19:11:02.564199, 289
2021-03-08 19:11:03.592002, 285
2021-03-08 19:11:04.624144, 304
2021-03-08 19:11:05.640547, 307
2021-03-08 19:11:06.664473, 310
2021-03-08 19:11:07.692120, 275
2021-03-08 19:11:08.716791, 297
2021-03-08 19:11:09.747762, 297
2021-03-08 19:11:10.772121, 303
2021-03-08 19:11:11.803887, 310
2021-03-08 19:11:12.835932, 302
2021-03-08 19:11:13.867810, 307
2021-03-08 19:11:14.897758, 273
2021-03-08 19:11:15.927972, 271
2021-03-08 19:11:16.956017, 262
2021-03-08 19:11:17.985573, 275
2021-03-08 19:11:19.009027, 243
2021-03-08 19:11:20.036348, 255
2021-03-08 19:11:21.064405, 255
2021-03-08 19:11:22.087061, 273
2021-03-08 19:11:23.106504, 271
2021-03-08 19:11:24.137162, 269
2021-03-08 19:11:25.164141, 309
2021-03-08 19:11:26.181687, 291
2021-03-08 19:11:27.208289, 257
2021-03-08 19:11:28.237551, 242
2021-03-08 19:11:29.266276, 274
2021-03-08 19:11:30.281184, 290
2021-03-08 19:11:31.308260, 271
2021-03-08 19:11:32.339869, 242
2021-03-08 19:11:33.368046, 258
2021-03-08 19:11:34.382548, 281
2021-03-08 19:11:35.411760, 280
2021-03-08 19:11:36.440274, 284
2021-03-08 19:11:37.468104, 278
2021-03-08 19:11:38.489736, 297
2021-03-08 19:11:39.516244, 286
2021-03-08 19:11:40.543934, 268
2021-03-08 19:11:41.572013, 251
2021-03-08 19:11:42.603933, 245
2021-03-08 19:11:43.633614, 265
2021-03-08 19:11:44.662129, 279
2021-03-08 19:11:45.688258, 305
2021-03-08 19:11:46.721604, 306
2021-03-08 19:11:47.754625, 315
2021-03-08 19:11:48.784147, 325
2021-03-08 19:11:49.813763, 327
2021-03-08 19:11:50.843808, 311
2021-03-08 19:11:51.872526, 303
2021-03-08 19:11:52.905432, 304
2021-03-08 19:11:53.934030, 299
2021-03-08 19:11:54.958675, 315
2021-03-08 19:11:55.991703, 304
2021-03-08 19:11:57.025311, 304
2021-03-08 19:11:58.053850, 315
2021-03-08 19:11:59.075427, 308
2021-03-08 19:12:00.104114, 306
2021-03-08 19:12:01.134009, 305
2021-03-08 19:12:02.156145, 305
2021-03-08 19:12:03.170600, 280
2021-03-08 19:12:04.196507, 277
2021-03-08 19:12:05.227975, 218
2021-03-08 19:12:06.247350, 206
2021-03-08 19:12:07.272320, 231
2021-03-08 19:12:08.300215, 215
2021-03-08 19:12:09.328157, 200
2021-03-08 19:12:10.342847, 200
2021-03-08 19:12:11.368512, 180
2021-03-08 19:12:12.396117, 134
2021-03-08 19:12:13.424317, 153
2021-03-08 19:12:14.439785, 175
2021-03-08 19:12:15.464281, 203
2021-03-08 19:12:16.491875, 216
2021-03-08 19:12:17.519842, 252
2021-03-08 19:12:18.535941, 258
2021-03-08 19:12:19.563756, 274
2021-03-08 19:12:20.596071, 293
2021-03-08 19:12:21.623973, 303
2021-03-08 19:12:22.645990, 291
2021-03-08 19:12:23.672524, 283
2021-03-08 19:12:24.704164, 289
2021-03-08 19:12:25.735079, 282
2021-03-08 19:12:26.763838, 279
2021-03-08 19:12:27.793983, 282
2021-03-08 19:12:28.822229, 261
2021-03-08 19:12:29.848282, 267
2021-03-08 19:12:30.875986, 250
2021-03-08 19:12:31.903857, 255
2021-03-08 19:12:32.938062, 248
2021-03-08 19:12:33.965809, 218
2021-03-08 19:12:34.995119, 168
2021-03-08 19:12:36.028062, 148
2021-03-08 19:12:37.055943, 146
2021-03-08 19:12:38.079791, 140
2021-03-08 19:12:39.095224, 157
2021-03-08 19:12:40.120228, 166
2021-03-08 19:12:41.148037, 160
2021-03-08 19:12:42.166519, 188
2021-03-08 19:12:43.192287, 225
2021-03-08 19:12:44.221414, 233
2021-03-08 19:12:45.248097, 247
2021-03-08 19:12:46.262676, 246
