55:17.4,22,25684, 
55:18.5,22,25688, 
55:19.5,22,25692, 
55:20.5,22,25692, 
55:21.5,22,25692, 
55:22.6,22,25692, 
55:23.6,22,25684, 
55:24.6,22,25680, 
55:25.6,22,25696, 
55:26.7,22,25692, 
55:27.7,22,25688, 
55:28.7,22,25692, 
55:29.8,22,25692, 
55:30.8,22,25688, 
55:31.8,22,25688, 
55:32.8,22,25688, 
55:33.9,22,25696, 
55:34.9,22,25688, 
55:35.9,22,25692, 
55:36.9,22,25688, 
55:38.0,22,25692, 
55:39.0,22,25696, 
55:40.0,22,25692, 
55:41.0,22,25688, 
55:42.1,22,25696, 
55:43.1,22,25688, 
55:44.1,22,25696, 
55:45.2,22,25696, 
55:46.2,22,25692, 
55:47.2,22,25688, 
55:48.2,22,25688, 
55:49.3,22,25684, 
55:50.3,22,25684, 
55:51.3,22,25688, 
55:52.4,22,25688, 
55:53.4,22,25688, 
55:54.4,22,25688, 
55:55.4,22,25692, 
55:56.5,22,25684, 
55:57.5,22,25688, 
55:58.5,22,25688, 
55:59.5,22,25688, 
56:00.6,22,25684, 
56:01.6,22,25684, 
56:02.6,22,25688, 
56:03.7,22,25688, 
56:04.7,22,25688, 
56:05.7,22,25688, 
56:06.7,22,25680, 
56:07.8,22,25684, 
56:08.8,22,25684, 
56:09.8,21,25676, 
56:10.8,22,25688, 
56:11.9,22,25688, 
56:12.9,22,25684, 
56:13.9,22,25680, 
56:15.0,22,25688, 
56:16.0,21,25676, 
56:17.0,22,25680, 
56:18.0,22,25680, 
56:19.1,22,25680, 
56:20.1,22,25680, 
56:21.1,21,25676, 
56:22.1,22,25684, 
56:23.2,21,25676, 
56:24.2,22,25680, 
56:25.2,22,25688, 
56:26.2,22,25684, 
56:27.3,22,25688, 
56:28.3,22,25680, 
56:29.3,22,25680, 
56:30.4,21,25676, 
56:31.4,22,25684, 
56:32.4,22,25680, 
56:33.4,22,25680, 
56:34.4,22,25684, 
56:35.5,21,25676, 
56:36.5,22,25688, 
56:37.5,22,25684, 
56:38.5,22,25680, 
56:39.6,21,25676, 
56:40.6,21,25676, 
56:41.6,22,25688, 
56:42.6,21,25676, 
56:43.7,21,25676, 
56:44.7,21,25672, 
56:45.7,21,25676, 
56:46.7,21,25672, 
56:47.8,21,25676, 
56:48.8,21,25668, 
56:49.8,21,25676, 
56:50.9,21,25676, 
56:51.9,21,25676, 
56:52.9,21,25676, 
56:53.9,21,25672, 
56:55.0,21,25676, 
56:56.0,21,25676, 
56:57.0,21,25676, 
56:58.0,21,25668, 
56:59.1,21,25676, 
57:00.1,21,25668, 
57:01.1,21,25676, 
57:02.2,21,25676, 
57:03.2,21,25664, 
57:04.2,21,25668, 
57:05.2,21,25672, 
57:06.3,21,25676, 
57:07.3,21,25676, 
57:08.3,22,25680, 
57:09.3,22,25680, 
57:10.4,21,25676, 
57:11.4,21,25676, 
57:12.4,21,25676, 
57:13.4,22,25680, 
57:14.5,21,25672, 
57:15.5,21,25676, 
57:16.5,21,25676, 
57:17.5,21,25676, 
57:18.6,21,25668, 
57:19.6,21,25668, 
57:20.6,21,25672, 
57:21.6,21,25676, 
57:22.7,21,25676, 
57:23.7,21,25672, 
57:24.7,22,25684, 
57:25.8,21,25672, 
57:26.8,22,25680, 
57:27.8,22,25680, 
57:28.8,21,25676, 
57:29.9,21,25676, 
57:30.9,22,25680, 
57:31.9,21,25676, 
57:33.0,22,25680, 
57:34.0,22,25680, 
57:35.0,22,25680, 
57:36.0,22,25684, 
57:37.0,22,25684, 
57:38.1,22,25680, 
57:39.1,22,25680, 
57:40.1,22,25680, 
57:41.1,22,25680, 
57:42.2,22,25688, 
57:43.2,22,25688, 
57:44.2,22,25684, 
57:45.2,22,25680, 
57:46.3,22,25680, 
57:47.3,22,25688, 
57:48.3,22,25688, 
57:49.3,21,25676, 
57:50.4,22,25688, 
57:51.4,22,25692, 
57:52.4,22,25680, 
57:53.4,22,25688, 
57:54.5,22,25688, 
57:55.5,22,25688, 
57:56.5,22,25688, 
57:57.5,22,25688, 
57:58.6,22,25684, 
57:59.6,22,25688, 
58:00.6,22,25688, 
58:01.7,22,25692, 
58:02.7,22,25684, 
58:03.7,22,25688, 
58:04.7,22,25688, 
58:05.8,22,25688, 
58:06.8,22,25688, 
58:07.8,22,25688, 
58:08.8,22,25696, 
58:09.9,22,25692, 
58:10.9,22,25688, 
58:11.9,22,25692, 
58:12.9,22,25688, 
58:14.0,22,25688, 
58:15.0,22,25688, 
58:16.0,22,25692, 
58:17.0,22,25688, 
58:18.1,22,25680, 
58:19.1,22,25688, 
58:20.1,22,25692, 
58:21.1,22,25688, 
58:22.2,22,25688, 
58:23.2,22,25692, 
58:24.2,22,25684, 
58:25.2,22,25688, 
58:26.2,22,25688, 
58:27.3,22,25692, 
58:28.3,22,25696, 
58:29.3,22,25688, 
58:30.3,22,25692, 
58:31.4,22,25692, 
58:32.4,22,25696, 
58:33.4,22,25688, 
58:34.4,22,25688, 
58:35.5,22,25684, 
58:36.5,22,25688, 
58:37.5,22,25688, 
58:38.6,22,25692, 
58:39.6,22,25688, 
58:40.6,22,25688, 
58:41.6,22,25688, 
58:42.7,22,25684, 
58:43.7,22,25688, 
58:44.7,22,25688, 
58:45.8,22,25688, 
58:46.8,22,25692, 
58:47.8,22,25688, 
58:48.8,22,25692, 
58:49.9,22,25692, 
58:50.9,22,25688, 
58:51.9,22,25688, 
58:52.9,22,25684, 
58:54.0,22,25684, 
58:55.0,22,25684, 
58:56.0,22,25684, 
58:57.0,22,25688, 
58:58.1,22,25684, 
58:59.1,22,25688, 
59:00.1,22,25684, 
59:01.1,22,25688, 
59:02.2,22,25684, 
59:03.2,22,25684, 
59:04.2,22,25684, 
59:05.2,22,25680, 
59:06.3,21,25676, 
59:07.3,21,25676, 
59:08.3,21,25664, 
59:09.3,21,25668, 
59:10.4,21,25660, 
59:11.4,21,25672, 
59:12.4,21,25672, 
59:13.4,21,25660, 
59:14.5,21,25652, 
59:15.5,21,25664, 
59:16.5,21,25660, 
59:17.6,21,25656, 
59:18.6,21,25652, 
59:19.6,21,25652, 
59:20.6,21,25656, 
59:21.7,21,25660, 
59:22.7,21,25652, 
59:23.7,21,25652, 
59:24.8,21,25652, 
59:25.8,21,25656, 
59:26.8,21,25644, 
59:27.8,21,25652, 
59:28.9,21,25660, 
59:29.9,21,25660, 
59:30.9,21,25644, 
59:31.9,21,25652, 
59:32.9,21,25656, 
59:34.0,21,25648, 
59:35.0,21,25656, 
59:36.0,21,25652, 
59:37.0,21,25648, 
59:38.1,21,25644, 
59:39.1,21,25648, 
59:40.1,21,25644, 
59:41.1,21,25648, 
59:42.2,21,25652, 
59:43.2,21,25644, 
59:44.2,21,25648, 
59:45.3,21,25644, 
59:46.3,21,25648, 
59:47.3,21,25652, 
59:48.3,21,25652, 
59:49.4,21,25648, 
59:50.4,21,25652, 
59:51.4,21,25660, 
59:52.5,21,25652, 
59:53.5,21,25652, 
59:54.5,21,25648, 
59:55.5,21,25652, 
59:56.6,21,25652, 
59:57.6,21,25660, 
59:58.6,21,25652, 
59:59.6,21,25652, 
00:00.7,21,25652, 
00:01.7,21,25648, 
00:02.7,21,25648, 
00:03.7,21,25652, 
00:04.7,21,25648, 
00:05.8,21,25648, 
00:06.8,21,25644, 
00:07.8,21,25644, 
00:08.9,21,25648, 
00:09.9,21,25652, 
00:10.9,21,25648, 
00:11.9,21,25640, 
00:13.0,21,25648, 
00:14.0,21,25640, 
00:15.0,21,25644, 
00:16.0,21,25644, 
00:17.1,21,25644, 
00:18.1,21,25648, 
00:19.1,21,25640, 
00:20.2,21,25648, 
00:21.2,21,25636, 
00:22.2,21,25644, 
00:23.2,21,25644, 
00:24.3,21,25644, 
00:25.3,21,25636, 
00:26.3,21,25628, 
00:27.4,21,25632, 
00:28.4,21,25632, 
00:29.4,21,25636, 
00:30.4,21,25628, 
00:31.5,21,25632, 
00:32.5,21,25624, 
00:33.5,21,25624, 
00:34.5,21,25628, 
00:35.6,21,25628, 
00:36.6,21,25636, 
00:37.6,21,25628, 
00:38.6,21,25628, 
00:39.7,21,25628, 
00:40.7,21,25632, 
00:41.7,21,25624, 
00:42.7,21,25620, 
00:43.8,21,25624, 
00:44.8,21,25624, 
00:45.8,21,25624, 
00:46.8,21,25628, 
00:47.9,21,25628, 
00:48.9,21,25628, 
00:49.9,21,25624, 
00:50.9,21,25628, 
00:52.0,21,25620, 
00:53.0,21,25624, 
00:54.0,21,25628, 
00:55.0,21,25624, 
00:56.1,21,25620, 
00:57.1,21,25624, 
00:58.1,21,25636, 
00:59.2,21,25624, 
01:00.2,21,25620, 
01:01.2,21,25624, 
01:02.2,21,25616, 
01:03.3,21,25616, 
01:04.3,21,25620, 
01:05.3,21,25612, 
01:06.4,21,25616, 
01:07.4,21,25608, 
01:08.4,21,25612, 
01:09.4,21,25620, 
01:10.5,21,25620, 
01:11.5,21,25612, 
01:12.5,21,25616, 
01:13.5,21,25616, 
01:14.6,21,25608, 
01:15.6,21,25612, 
01:16.6,21,25612, 
01:17.6,21,25608, 
01:18.7,21,25616, 
01:19.7,21,25612, 
01:20.7,21,25612, 
01:21.7,21,25616, 
01:22.8,21,25608, 
01:23.8,21,25608, 
01:24.8,21,25616, 
01:25.8,21,25612, 
01:26.9,21,25604, 
01:27.9,21,25608, 
01:28.9,21,25604, 
01:30.0,21,25604, 
01:31.0,21,25600, 
01:32.0,21,25608, 
01:33.0,21,25604, 
01:34.1,21,25600, 
01:35.1,21,25604, 
01:36.1,21,25604, 
01:37.1,21,25600, 
01:38.2,21,25604, 
01:39.2,21,25596, 
01:40.2,21,25600, 
01:41.2,21,25604, 
01:42.3,21,25596, 
01:43.3,21,25612, 
01:44.3,21,25596, 
01:45.4,21,25600, 
01:46.4,21,25600, 
01:47.4,21,25600, 
01:48.4,21,25608, 
01:49.5,21,25596, 
01:50.5,21,25592, 
01:51.5,21,25604, 
01:52.5,21,25592, 
01:53.6,21,25596, 
01:54.6,21,25596, 
01:55.6,21,25596, 
01:56.6,21,25588, 
01:57.7,21,25600, 
01:58.7,21,25600, 
01:59.7,21,25592, 
02:00.7,21,25596, 
02:01.8,21,25588, 
02:02.8,21,25596, 
02:03.8,21,25592, 
02:04.8,21,25592, 
02:05.9,21,25588, 
02:06.9,21,25596, 
02:07.9,21,25588, 
02:09.0,21,25596, 
02:10.0,21,25596, 
02:11.0,21,25600, 
02:12.0,21,25596, 
02:13.1,21,25592, 
02:14.1,21,25600, 
02:15.1,21,25592, 
02:16.1,21,25588, 
02:17.2,21,25596, 
02:18.2,21,25588, 
02:19.2,21,25596, 
02:20.2,21,25596, 
02:21.3,21,25596, 
02:22.3,21,25600, 
02:23.3,21,25596, 
02:24.3,21,25600, 
02:25.4,21,25600, 
02:26.4,21,25600, 
02:27.4,21,25604, 
02:28.4,21,25612, 
02:29.5,21,25608, 
02:30.5,21,25612, 
02:31.5,21,25612, 
02:32.5,21,25608, 
02:33.5,21,25616, 
02:34.6,21,25612, 
02:35.6,21,25616, 
02:36.6,21,25608, 
02:37.7,21,25612, 
02:38.7,21,25624, 
02:39.7,21,25620, 
02:40.7,21,25612, 
02:41.8,21,25612, 
02:42.8,21,25620, 
02:43.8,21,25624, 
02:44.8,21,25620, 
02:45.9,21,25620, 
04:59.2,381,,
05:00.2,373,,
05:01.3,407,,
05:02.3,409,,
05:03.3,413,,
05:04.3,376,,
05:05.4,407,,
05:06.4,329,,
05:07.4,273,,
05:08.4,336,,
05:09.5,343,,
05:10.5,343,,
05:11.5,280,,
05:12.5,343,,
05:13.6,384,,
05:14.6,380,,
05:15.6,331,,
05:16.6,358,,
05:17.7,433,,
05:18.7,478,,
05:19.7,456,,
05:20.7,362,,
05:21.8,375,,
05:22.8,416,,
05:23.8,446,,
05:24.9,456,,
05:25.9,480,,
05:26.9,475,,
05:27.9,465,,
05:29.0,459,,
05:30.0,452,,
05:31.0,460,,
05:32.1,417,,
05:33.1,313,,
05:34.1,302,,
05:35.1,288,,
05:36.2,274,,
05:37.2,339,,
05:38.2,367,,
05:39.3,363,,
05:40.3,403,,
05:41.3,470,,
05:42.3,480,,
05:43.4,488,,
05:44.4,465,,
05:45.4,496,,
05:46.4,503,,
05:47.4,493,,
05:48.5,486,,
05:49.5,470,,
05:50.5,435,,
05:51.5,456,,
05:52.6,482,,
05:53.6,428,,
05:54.6,452,,
05:55.6,410,,
05:56.7,368,,
05:57.7,245,,
05:58.7,369,,
05:59.7,464,,
06:00.8,471,,
06:01.8,483,,
06:02.8,478,,
06:03.8,394,,
06:04.9,415,,
06:05.9,475,,
06:06.9,479,,
06:08.0,449,,
06:09.0,435,,
06:10.0,444,,
06:11.0,462,,
06:12.1,442,,
06:13.1,399,,
06:14.1,395,,
06:15.2,418,,
06:16.2,480,,
06:17.2,485,,
06:18.2,374,,
06:19.3,392,,
06:20.3,406,,
06:21.3,387,,
06:22.3,340,,
06:23.4,292,,
06:24.4,350,,
06:25.4,404,,
06:26.5,464,,
06:27.5,493,,
06:28.5,479,,
06:29.5,499,,
06:30.6,504,,
06:31.6,522,,
06:32.6,496,,
06:33.6,471,,
06:34.7,458,,
06:35.7,454,,
06:36.7,494,,
06:37.7,505,,
06:38.8,463,,
06:39.8,466,,
06:40.8,494,,
06:41.8,458,,
06:42.9,461,,
06:43.9,470,,
06:44.9,447,,
06:45.9,371,,
06:47.0,361,,
06:48.0,288,,
06:49.0,246,,
06:50.0,258,,
06:51.1,344,,
06:52.1,362,,
06:53.1,351,,
06:54.1,308,,
06:55.2,340,,
06:56.2,374,,
06:57.2,370,,
06:58.2,358,,
06:59.3,380,,
07:00.3,374,,
07:01.3,468,,
07:02.4,418,,
07:03.4,439,,
07:04.4,429,,
07:05.4,444,,
07:06.5,467,,
07:07.5,485,,
07:08.5,476,,
07:09.6,454,,
07:10.6,387,,
07:11.6,449,,
07:12.6,457,,
07:13.7,395,,
07:14.7,343,,
07:15.7,351,,
07:16.7,404,,
07:17.8,405,,
07:18.8,386,,
07:19.8,392,,
07:20.8,398,,
07:21.9,424,,
07:22.9,377,,
07:23.9,401,,
07:24.9,427,,
07:26.0,453,,
07:27.0,434,,
07:28.0,376,,
07:29.0,362,,
07:30.1,421,,
07:31.1,434,,
07:32.1,451,,
07:33.1,464,,
07:34.2,471,,
07:35.2,453,,
07:36.2,384,,
07:37.2,399,,
07:38.3,377,,
07:39.3,386,,
07:40.3,372,,
07:41.3,382,,
07:42.4,430,,
07:43.4,456,,
07:44.4,426,,
07:45.5,329,,
07:46.5,230,,
07:47.5,280,,
07:48.5,328,,
07:49.6,397,,
07:50.6,449,,
07:51.6,474,,
07:52.7,489,,
07:53.7,485,,
07:54.7,469,,
07:55.7,477,,
07:56.8,462,,
07:57.8,412,,
07:58.8,418,,
07:59.8,458,,
08:00.9,478,,
08:01.9,487,,
08:02.9,477,,
08:03.9,476,,
08:05.0,505,,
08:06.0,499,,
08:07.0,497,,
08:08.0,463,,
08:09.1,448,,
08:10.1,457,,
08:11.1,463,,
08:12.1,484,,
08:13.2,484,,
08:14.2,474,,
08:15.2,493,,
08:16.2,410,,
08:17.3,403,,
08:18.3,408,,
08:19.3,394,,
08:20.3,366,,
08:21.4,372,,
08:22.4,412,,
08:23.4,365,,
08:24.4,398,,
08:25.5,434,,
08:26.5,439,,
08:27.5,444,,
08:28.5,468,,
08:29.6,494,,
08:30.6,505,,
08:31.6,503,,
08:32.6,497,,
08:33.7,433,,
08:34.7,417,,
08:35.7,396,,
08:36.7,336,,
08:37.8,340,,
08:38.8,337,,
08:39.8,342,,
08:40.9,327,,
08:41.9,304,,
08:42.9,365,,
08:43.9,371,,
08:45.0,365,,
08:46.0,403,,
08:47.0,432,,
08:48.1,425,,
08:49.1,403,,
08:50.1,369,,
08:51.1,307,,
08:52.2,399,,
08:53.2,386,,
08:54.2,370,,
08:55.2,388,,
08:56.3,442,,
08:57.3,428,,
08:58.3,436,,
08:59.4,473,,
09:00.4,478,,
09:01.4,473,,
09:02.4,453,,
09:03.5,390,,
09:04.5,316,,
09:05.5,356,,
09:06.5,341,,
09:07.6,279,,
09:08.6,234,,
09:09.6,253,,
09:10.7,335,,
09:11.7,405,,
09:12.7,437,,
09:13.7,448,,
09:14.7,422,,
09:15.8,389,,
09:16.8,330,,
09:17.8,369,,
09:18.9,365,,
09:19.9,352,,
09:20.9,359,,
09:21.9,378,,
09:22.9,341,,
09:24.0,390,,
09:25.0,393,,
09:26.0,412,,
09:27.0,399,,
09:28.1,303,,
09:29.1,312,,
09:30.1,312,,
09:31.1,315,,
09:32.2,294,,
09:33.2,323,,
09:34.2,205,,
09:35.2,197,,
09:36.3,304,,
09:37.3,372,,
09:38.3,433,,
09:39.4,455,,
09:40.4,409,,
09:41.4,403,,
09:42.4,442,,
09:43.5,460,,
09:44.5,475,,
09:45.5,468,,
09:46.6,466,,
09:47.6,458,,
09:48.6,401,,
09:49.6,342,,
09:50.7,387,,
09:51.7,391,,
09:52.7,303,,
09:53.7,265,,
09:54.8,248,,
09:55.8,331,,
09:56.8,411,,
09:57.9,476,,
09:58.9,466,,
09:59.9,463,,
10:01.0,472,,
10:02.0,462,,
10:03.0,438,,
10:04.0,454,,
10:05.1,425,,
10:06.1,397,,
10:07.1,392,,
10:08.1,390,,
10:09.2,374,,
10:10.2,348,,
10:11.2,333,,
10:12.3,320,,
10:13.3,258,,
10:14.3,269,,
10:15.3,337,,
10:16.4,416,,
10:17.4,415,,
10:18.4,322,,
10:19.4,308,,
10:20.5,368,,
10:21.5,392,,
10:22.5,407,,
10:23.5,397,,
10:24.6,357,,
10:25.6,342,,
10:26.6,228,,
10:27.6,250,,
10:28.7,318,,
10:29.7,329,,
10:30.7,335,,
10:31.8,444,,
10:32.8,459,,
10:33.8,472,,
10:34.8,476,,
10:35.9,473,,
10:36.9,454,,
10:37.9,433,,
10:38.9,375,,
10:40.0,329,,
10:41.0,367,,
10:42.0,430,,
10:43.0,456,,
10:44.1,413,,
10:45.1,369,,
10:46.1,417,,
10:47.1,388,,
10:48.2,375,,
10:49.2,406,,
10:50.2,447,,
10:51.2,458,,
10:52.3,493,,
10:53.3,472,,
10:54.3,406,,
10:55.4,267,,
10:56.4,254,,
10:57.4,214,,
10:58.4,275,,
10:59.5,376,,
11:00.5,397,,
11:01.5,393,,
11:02.6,363,,
11:03.6,385,,
11:04.6,442,,
11:05.6,465,,
11:06.7,414,,
11:07.7,337,,
11:08.7,295,,
11:09.7,339,,
11:10.8,383,,
11:11.8,373,,
11:12.8,367,,
11:13.8,347,,
11:14.9,361,,
11:15.9,415,,
11:16.9,419,,
11:17.9,408,,
11:19.0,387,,
11:20.0,365,,
11:21.0,412,,
11:22.0,478,,
11:23.1,488,,
11:24.1,471,,
11:25.1,330,,
11:26.1,240,,
11:27.2,352,,
11:28.2,426,,
11:29.2,444,,
11:30.3,419,,
11:31.3,345,,
11:32.3,318,,
11:33.3,336,,
11:34.4,403,,
11:35.4,465,,
11:36.4,435,,
11:37.5,438,,
11:38.5,427,,
11:39.5,388,,
11:40.5,303,,
11:41.6,346,,
11:42.6,364,,
11:43.6,379,,
11:44.7,347,,
11:45.7,406,,
11:46.7,447,,
11:47.7,452,,
11:48.8,448,,
11:49.8,453,,
11:50.8,341,,
11:51.9,311,,
11:52.9,362,,
11:53.9,319,,
11:54.9,348,,
11:56.0,391,,
11:57.0,429,,
11:58.0,468,,
11:59.0,468,,
12:00.1,483,,
12:01.1,461,,
12:02.1,475,,
12:03.1,470,,
12:04.2,406,,
12:05.2,350,,
12:06.2,269,,
12:07.2,253,,
12:08.3,260,,
12:09.3,350,,
12:10.3,433,,
12:11.3,435,,
12:12.4,449,,
12:13.4,453,,
12:14.4,436,,
12:15.4,423,,
12:16.5,379,,
12:17.5,394,,
12:18.5,398,,
12:19.5,403,,
12:20.6,344,,
12:21.6,320,,
12:22.6,406,,
12:23.7,416,,
12:24.7,413,,
12:25.7,367,,
12:26.7,338,,
12:27.8,397,,
12:28.8,402,,
12:29.8,459,,
12:30.9,460,,
12:31.9,465,,
12:32.9,409,,
12:33.9,406,,
12:35.0,414,,
12:36.0,328,,
12:37.0,274,,
12:38.0,327,,
12:39.1,324,,
12:40.1,353,,
12:41.1,343,,
12:42.1,309,,
12:43.2,329,,
12:44.2,288,,
12:45.2,300,,
12:46.2,329,,
12:47.3,385,,
12:48.3,406,,
12:49.3,419,,
12:50.3,360,,
12:51.4,359,,
12:52.4,329,,
12:53.4,335,,
12:54.4,350,,
12:55.5,294,,
12:56.5,258,,
12:57.5,324,,
12:58.6,389,,
12:59.6,373,,
13:00.6,345,,
13:01.6,324,,
13:02.7,371,,
13:03.7,372,,
13:04.7,372,,
13:05.8,386,,
13:06.8,398,,
13:07.8,434,,
13:08.8,428,,
13:09.9,454,,
13:10.9,478,,
13:11.9,454,,
13:13.0,422,,
13:14.0,426,,
13:15.0,368,,
13:16.0,309,,
13:17.1,357,,
13:18.1,357,,
13:19.1,347,,
13:20.1,362,,
13:21.2,376,,
13:22.2,310,,
13:23.2,377,,
13:24.3,389,,
13:25.3,375,,
13:26.3,356,,
13:27.3,347,,
13:28.4,386,,
13:29.4,471,,
13:30.4,493,,
13:31.4,491,,
13:32.5,469,,
13:33.5,349,,
13:34.5,285,,
13:35.5,296,,
13:36.6,313,,
13:37.6,353,,
13:38.6,423,,
13:39.6,428,,
13:40.6,403,,
13:41.7,372,,
13:42.7,402,,
13:43.7,426,,
13:44.8,374,,
13:45.8,318,,
13:46.8,374,,
13:47.8,415,,
13:48.9,413,,
13:49.9,460,,
13:50.9,469,,
13:52.0,480,,
13:53.0,480,,
13:54.0,453,,
13:55.0,426,,
13:56.1,369,,
13:57.1,310,,
13:58.1,302,,
13:59.1,297,,
14:00.2,304,,
14:01.2,281,,
14:02.2,329,,
14:03.2,333,,
14:04.3,331,,
14:05.3,358,,
14:06.3,346,,
14:07.3,248,,
14:08.4,281,,
14:09.4,319,,
14:10.4,381,,
14:11.4,425,,
14:12.5,411,,
14:13.5,389,,
14:14.5,319,,
14:15.6,337,,
14:16.6,316,,
14:17.6,376,,
14:18.6,395,,
14:19.7,349,,
14:20.7,279,,
14:21.7,338,,
14:22.7,374,,
14:23.7,373,,
14:24.8,303,,
14:25.8,315,,
14:26.8,349,,
14:27.9,326,,
14:28.9,280,,
14:29.9,323,,
14:30.9,359,,
14:32.0,424,,
14:33.0,407,,
14:34.0,386,,
14:35.0,404,,
14:36.1,378,,
14:37.1,324,,
14:38.1,307,,
14:39.1,356,,
14:40.2,411,,
14:41.2,453,,
14:42.2,445,,
14:43.3,431,,
14:44.3,420,,
14:45.3,415,,
14:46.3,455,,
14:47.4,470,,
14:48.4,449,,
14:49.4,439,,
14:50.4,474,,
14:51.5,470,,
14:52.5,463,,
14:53.5,426,,
14:54.6,403,,
14:55.6,413,,
14:56.6,435,,
14:57.6,409,,
14:58.7,426,,
14:59.7,431,,
15:00.7,393,,
15:01.8,365,,
15:02.8,395,,
15:03.8,453,,
15:04.8,444,,
15:05.9,388,,
15:06.9,379,,
15:07.9,379,,
15:08.9,348,,
15:10.0,423,,
15:11.0,456,,
15:12.0,476,,
15:13.0,474,,
15:14.1,470,,
15:15.1,464,,
15:16.1,440,,
15:17.1,333,,
15:18.2,233,,
15:19.2,274,,
15:20.2,348,,
15:21.2,415,,
15:22.3,449,,
15:23.3,463,,
15:24.3,461,,
15:25.3,462,,
15:26.4,481,,
