2021-02-11 01:17:35.989491, 218, 
2021-02-11 01:17:37.020977, 707, 
2021-02-11 01:17:38.049606, 747, 
2021-02-11 01:17:39.065286, 1311, 
2021-02-11 01:17:40.093414, 1602, 
2021-02-11 01:17:41.121890, 1489, 
2021-02-11 01:17:42.152968, 1575, 
2021-02-11 01:17:43.181504, 1395, 
2021-02-11 01:17:44.209928, 1640, 
2021-02-11 01:17:45.241643, 1057, 
2021-02-11 01:17:46.269895, 732, 
2021-02-11 01:17:47.299857, 571, 
2021-02-11 01:17:48.335708, 464, 
2021-02-11 01:17:49.363482, 395, 
2021-02-11 01:17:50.391558, 345, 
2021-02-11 01:17:51.415981, 306, 
2021-02-11 01:17:52.443544, 278, 
2021-02-11 01:17:53.477049, 251, 
2021-02-11 01:17:54.505779, 230, 
2021-02-11 01:17:55.537172, 211, 
2021-02-11 01:17:56.571812, 663, 
2021-02-11 01:17:57.601367, 1129, 
2021-02-11 01:17:58.624708, 1913, 
2021-02-11 01:17:59.657632, 2224, 
2021-02-11 01:18:00.693960, 2591, 
2021-02-11 01:18:01.722462, 2711, 
2021-02-11 01:18:02.753779, 3118, 
2021-02-11 01:18:03.781277, 2854, 
2021-02-11 01:18:04.801280, 3044, 
2021-02-11 01:18:05.828060, 1979, 
2021-02-11 01:18:06.852003, 1040, 
2021-02-11 01:18:07.871511, 840, 
2021-02-11 01:18:08.899370, 734, 
2021-02-11 01:18:09.927670, 622, 
2021-02-11 01:18:10.943509, 536, 
2021-02-11 01:18:11.973022, 468, 
2021-02-11 01:18:13.003494, 705, 
2021-02-11 01:18:14.031756, 934, 
2021-02-11 01:18:15.046836, 597, 
2021-02-11 01:18:16.069454, 472, 
2021-02-11 01:18:17.099269, 435, 
2021-02-11 01:18:18.127606, 334, 
2021-02-11 01:18:19.142975, 438, 
2021-02-11 01:18:20.167744, 442, 
2021-02-11 01:18:21.195598, 338, 
2021-02-11 01:18:22.223484, 289, 
2021-02-11 01:18:23.247670, 256, 
2021-02-11 01:18:24.275443, 241, 
2021-02-11 01:18:25.293142, 223, 
2021-02-11 01:18:26.319561, 210, 
2021-02-11 01:18:27.347360, 198, 
2021-02-11 01:18:28.375791, 185, 
2021-02-11 01:18:29.403707, 168, 
2021-02-11 01:18:30.425385, 163, 
2021-02-11 01:18:31.449221, 153, 
